"row_num","Country","Year","Value"
185,Saint Kitts and Nevis,2021,471
186,Monaco,2021,461
187,South Sudan,2021,435
188,Tonga,2021,400
189,Grenada,2021,385
190,Suriname,2021,359
191,Saint Vincent and the Grenadines,2021,352
192,Samoa,2021,322
193,the British Virgin Islands,2021,292
194,the Solomon Islands,2021,237
195,the Marshall Islands,2021,200
196,the Turks and Caicos Islands,2021,160
197,Aruba,2021,154
198,Kiribati,2021,145
199,Anguilla,2021,107
200,Vanuatu,2021,106
201,Tuvalu,2021,62
202,Palau,2021,57
203,the Federated States of Micronesia,2021,44
204,Montserrat,2021,43
205,Nauru,2021,29
206,the Holy See,2021,24
207,Niue,2021,16
208,the Cook Islands,2021,12
209,Tokelau,2021,2
